task_id,difficulty,domain,task_type,pde_system,model,prompt_setting,facet,facet_id,model_answer,reference_answer,assistant_view,scoring_standard,human_score_0_5,human_error_tags,human_notes,score,score_rationale
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"The problem is to solve the 2D Poisson equation ∇²u = f(x,y) on a rectangular domain Ω = [a,b]×[c,d] with known source term f and Dirichlet boundary conditions u = g(x,y) on ∂Ω. The goal is to approximate the scalar field u(x,y) using a physics-informed model. The domain geometry and boundary conditions are fully specified, but the exact functional forms of f and g are not provided; they are assumed known for the workflow.","critical_points: identifies a 2D elliptic Poisson boundary-value problem; states scalar field u(x,y) as unknown; recognizes source term is known; states source term and sign convention explicitly || variables: x; y; u(x,y) || known_parameters: f(x,y)=2*pi^2*sin(pi*x)*sin(pi*y) || unknowns: u(x,y) || domain_spec: space: (x,y) in [0,1]^2 | time: not applicable || parameter_values: source: 2*pi^2*sin(pi*x)*sin(pi*y) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; confuses Poisson with Laplace by dropping the source => max 2. The source term is central to the task.; adds a time dimension or IC => max 2. This is a steady elliptic problem.","AUTO_REVIEW: schema_valid=True | mentions cues: known, domain, geometry, field | check possible missing cues: unknown, parameter, forward, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=4/4
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The model must satisfy the Poisson equation ∇²u - f = 0 in Ω and the Dirichlet condition u - g = 0 on ∂Ω. These are enforced as soft constraints via loss terms. No additional physical constraints (e.g., conservation laws, symmetry) are specified. The PDE is elliptic, so the solution is smooth given smooth f and g.","critical_points: includes Poisson residual with source term; includes Dirichlet boundary enforcement; does not introduce time or initial conditions; enforces Poisson residual with correct source term and sign || canonical_pde: -Delta u(x,y) = f(x,y), with f(x,y)=2*pi^2*sin(pi*x)*sin(pi*y) || constraints: boundary_conditions: u(x,y)=0 on the boundary of [0,1]^2 || reference_conditions: boundary: u=0 on all sides of [0,1]^2 || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; confuses Poisson with Laplace by dropping the source => max 2. The source term is central to the task.; adds a time dimension or IC => max 2. This is a steady elliptic problem.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, equation, dirichlet, constraint, conservation | check possible missing cues: residual, initial, boundary, neumann, periodic, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=5/9
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Model Choice,model_choice,"A fully-connected neural network (NN) with 4-6 hidden layers and 50-100 neurons per layer is suitable. The NN takes (x,y) as input and outputs u_θ(x,y). This choice is justified because: (1) the domain is rectangular and low-dimensional, (2) no observational data is available, only PDE and BC constraints, (3) NNs are universal approximators and can be trained via automatic differentiation to satisfy the PDE. Activation functions like tanh or Swish are preferred for smoothness. The model is simple and avoids overfitting due to the physics-informed loss.","critical_points: chooses a PINN/neural field for an elliptic PDE; states sign convention or handles it consistently || acceptable_model_choices: PINN; physics-informed neural network; standard neural field with PDE residual || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: physics-informed, neural, network | check possible missing cues: pinn, mlp, operator, fourier, siren, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,4,,,4,core_cue_ratio=1.00; reference_item_match=2/5
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Training Strategy,training_strategy,"Loss function: L = λ_PDE * L_PDE + λ_BC * L_BC, where L_PDE = (1/N_PDE) Σ (∇²u_θ - f)² over collocation points in Ω, and L_BC = (1/N_BC) Σ (u_θ - g)² on boundary points. Use Latin hypercube or random sampling for N_PDE ≈ 10,000 interior points and N_BC ≈ 500 boundary points. Optimizer: Adam with learning rate 1e-3 for 10,000 iterations, then L-BFGS for fine-tuning. λ_PDE and λ_BC can be set to 1 initially or adaptively weighted. Use Xavier initialization and mini-batching if needed. Validation: monitor loss components and solution smoothness.","critical_points: samples interior collocation points and all boundary sides; weights boundary loss adequately; normalizes coordinates or domain || expected_loss_terms: Poisson residual loss; Dirichlet boundary loss; Poisson source residual loss || expected_training_strategy: sample interior collocation points; sample boundary points on all sides; state the sign convention for the Poisson equation; normalize coordinates || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, initial, boundary, sampling, collocation, optimizer, adam, l-bfgs, weight, adaptive | check possible missing cues: residual, data, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,4,,,4,core_cue_ratio=1.00; reference_item_match=5/10
easy_poisson_2d_source_003,easy,potential_fields,forward_pde_solving,2D Poisson equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Validation Failure Risks,validation_failure_risks,"Risks include: (1) Insufficient collocation points leading to poor PDE satisfaction, especially near boundaries or sharp gradients. (2) Imbalanced loss weights causing the model to prioritize BC over PDE or vice versa. (3) Spectral bias of NNs failing to capture high-frequency components of the solution. (4) Overfitting to collocation points if the NN is too large relative to N_PDE. (5) Non-unique solutions if the PDE is not well-posed (e.g., missing BC on part of boundary). Mitigations: increase N_PDE, use adaptive sampling (e.g., residual-based refinement), employ Fourier feature embeddings, and perform sensitivity analysis on loss weights.","critical_points: checks residual error; checks boundary error; compares to analytic or numerical reference || expected_validation: compare with analytical solution u=sin(pi*x)*sin(pi*y); report residual error; report boundary error || failure_traps: misses source term; confuses Poisson with Laplace; omits boundary loss; uses the opposite sign convention without stating it; omits source term or incorrectly assumes Laplace equation || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: residual, risk | check possible missing cues: validate, validation, error, compare, failure, identifiability, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=1.00; reference_item_match=3/11
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"We model the 1D viscous Burgers equation: u_t + u u_x = nu u_xx on a periodic domain x in [0, L] with known initial condition u(x,0) = u0(x) and known viscosity nu > 0. The solution u(x,t) is the velocity field. The domain is periodic: u(0,t)=u(L,t) and u_x(0,t)=u_x(L,t). The task is to learn the solution operator or forward mapping from (x,t) to u.","critical_points: identifies viscous Burgers equation; states u(x,t) as velocity field; recognizes known viscosity and forward-solve setting || variables: x; t; u(x,t) || known_parameters: nu = 0.01/pi || unknowns: u(x,t) || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: nu: 0.01/pi || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; drops nonlinear advection => max 2. The nonlinear term defines Burgers dynamics.","AUTO_REVIEW: schema_valid=True | mentions cues: known, domain, field, forward | check possible missing cues: unknown, parameter, geometry, inverse, variable, identify, missing | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,5,,,5,core_cue_ratio=1.00; reference_item_match=3/3
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The PDE residual must be enforced: f = u_t + u u_x - nu u_xx = 0. Periodic boundary conditions: u(0,t)=u(L,t), u_x(0,t)=u_x(L,t). Initial condition: u(x,0)=u0(x). The viscosity nu is known and constant. No additional data constraints are given; the workflow relies on physics-informed loss.","critical_points: includes nonlinear advection u u_x and viscosity term; includes initial-condition loss; enforces periodic value and preferably derivative consistency; enforces periodic boundary conditions on both u and its spatial derivative || canonical_pde: u_t + u * u_x = nu * u_xx, with nu = 0.01/pi || constraints: initial_condition: u(x,0)=sin(2*pi*x) for the reference setting | boundary_conditions: u(0,t)=u(1,t); u_x(0,t)=u_x(1,t) || reference_conditions: initial: u(x,0)=sin(2*pi*x) | boundary: u(0,t)=u(1,t); u_x(0,t)=u_x(1,t) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats periodic boundaries as fixed Dirichlet boundaries => max 2. Boundary type is explicitly periodic.; drops nonlinear advection => max 2. The nonlinear term defines Burgers dynamics.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, residual, initial, boundary, periodic, constraint | check possible missing cues: equation, dirichlet, neumann, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,4,,,4,core_cue_ratio=1.00; reference_item_match=6/9
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Model Choice,model_choice,"A physics-informed neural network (PINN) is appropriate because it can incorporate the PDE, IC, and periodic BCs directly into the loss. The network takes (x,t) as input and outputs u. Periodic BCs can be enforced via feature encoding (e.g., Fourier features) or by adding a penalty term. The model should be deep enough to capture steep gradients (e.g., 4-6 hidden layers, 50-100 neurons each) with activation functions like tanh or swish. Adaptive collocation point sampling (e.g., based on residual magnitude) helps resolve shocks.","critical_points: chooses PINN or conservative/shock-aware variant; accounts for possible steep gradients || acceptable_model_choices: PINN; physics-informed neural network; conservative or shock-aware PINN variant || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: pinn, physics-informed, neural, fourier, network | check possible missing cues: mlp, operator, siren, architecture, domain decomposition, weak | This is a preliminary reading aid, not an automatic score.",0=无合适模型；1=泛称 NN/PINN；2=模型可行但理由弱；3=模型类别、输入输出和基本理由正确；4=架构与 PDE 类型、数据、导数、约束和正/反问题匹配；5=能针对高频、刚性、守恒、多尺度、复杂几何或可辨识性做任务感知选择。,5,,,5,core_cue_ratio=1.00; reference_item_match=5/5
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Training Strategy,training_strategy,"Loss = w_pde * MSE_f + w_ic * MSE_ic + w_bc * MSE_bc. Use L-BFGS or Adam with learning rate scheduling. Collocation points: 10,000-20,000 interior points sampled via Latin Hypercube or adaptive refinement near expected shocks. IC points: 100-200 along x at t=0. BC points: 100-200 along t at x=0 and x=L. Use gradient clipping and possibly causal training (sequential time windows) to handle steep gradients. Monitor PDE residual and solution gradients during training.","critical_points: uses matched periodic boundary sampling; uses residual/adaptive sampling near steep gradients; balances residual, IC, and periodic losses || expected_loss_terms: Burgers residual loss; initial condition loss; periodic boundary loss; optional periodic derivative loss; periodic derivative loss || expected_training_strategy: sample interior collocation points; sample matched periodic boundary pairs; consider residual-based adaptive sampling near steep gradients; use loss weighting to balance residual, initial, and periodic boundary terms; include separate loss for periodic derivative continuity; consider using Fourier features or SIREN network for periodic functions || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; treats periodic boundaries as fixed Dirichlet boundaries => max 2. Boundary type is explicitly periodic.","AUTO_REVIEW: schema_valid=True | mentions cues: loss, residual, collocation, adam, l-bfgs, adaptive | check possible missing cues: data, initial, boundary, sampling, optimizer, weight, normalize | This is a preliminary reading aid, not an automatic score.",0=无可用训练方案；1=只泛称训练/最小化误差；2=有部分 loss 但漏关键项；3=包含 PDE、IC/BC/数据 loss、采样和优化；4=含归一化、Adam+L-BFGS、loss balancing、稳定性或监控；5=针对刚性、高频、长时程、边界层、多尺度、inverse/noisy 等困难给出具体训练策略。,5,,,5,core_cue_ratio=1.00; reference_item_match=11/14
easy_burgers_1d_periodic_004,easy,fluid_dynamics,forward_pde_solving,1D viscous Burgers equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Validation Failure Risks,validation_failure_risks,1) Steep gradients (shocks) cause high-frequency features that PINNs may smooth out; use adaptive collocation or domain decomposition. 2) Periodic BCs may be violated if not enforced strongly; use hard constraints via Fourier embedding or increase BC weight. 3) Training may get stuck in local minima; use multiple random seeds and curriculum learning. 4) Insufficient collocation points near shocks leads to inaccurate solution; use residual-based adaptive sampling. 5) Overfitting to IC/BC if weights are unbalanced; use validation on a separate set of collocation points.,"critical_points: checks numerical reference error; checks residual; checks periodicity and gradient/steep-front behavior || expected_validation: compare against a numerical solver; report L2 error; report PDE residual; check periodic value and derivative errors || failure_traps: omits nonlinear advection term; treats periodic BC as Dirichlet zero BC; omits initial condition; ignores possible steep gradients; enforces only value periodicity and omits derivative continuity || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.","AUTO_REVIEW: schema_valid=True | mentions cues: validation, residual | check possible missing cues: validate, error, compare, risk, failure, identifiability, conservation, divergence | This is a preliminary reading aid, not an automatic score.",0=无验证或风险分析；1=泛泛说检查精度；2=有部分验证但不任务特异；3=包含参考解/held-out/residual/IC-BC 检查和常见 PINN 风险；4=包含任务特异物理一致性指标与失败模式；5=深入说明不可验证内容、可辨识性、缺失条件、高频/守恒/散度/刚性等细节风险。,4,,,4,core_cue_ratio=0.80; reference_item_match=6/12
easy_advection_1d_periodic_005,easy,transport,forward_pde_solving,1D linear advection equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Problem Formalization,problem_formalization,"We consider the 1D advection equation ∂u/∂t + c ∂u/∂x = 0 on a periodic domain x ∈ [0, L] with constant advection speed c. The initial condition u(x,0) = u0(x) is provided. The goal is to approximate u(x,t) for t > 0. The periodic boundary condition implies u(0,t) = u(L,t) for all t. Missing: numerical values for c, L, and the specific form of u0(x) are not given; these must be supplied by the researcher to fully define the problem.","critical_points: identifies linear advection equation; states scalar field u(x,t); recognizes known constant advection speed || variables: x; t; u(x,t) || known_parameters: c = 1.0 || unknowns: u(x,t) || domain_spec: space: x in [0,1] | time: t in [0,1] || parameter_values: c: 1.0 || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; adds diffusion or smoothing not in the task => max 3. The task is pure advection.","AUTO_REVIEW: schema_valid=True | mentions cues: domain, missing | check possible missing cues: known, unknown, parameter, geometry, field, forward, inverse, variable | This is a preliminary reading aid, not an automatic score.",0=无可用形式化；1=只复述题面；2=识别部分变量/目标但有重大遗漏；3=基本正确但不完整；4=明确区分未知量、已知量、数据、域和任务目标；5=完整精确，并在不编造条件的前提下标出缺失规格。,4,,,4,core_cue_ratio=0.80; reference_item_match=1/3
easy_advection_1d_periodic_005,easy,transport,forward_pde_solving,1D linear advection equation,deepseek-ai/DeepSeek-V4-Flash,canonical_v0.3,Physics Constraints,physics_constraints,"The solution must satisfy the advection PDE, the periodic boundary condition, and the initial condition. These constraints will be enforced via a physics-informed loss function: L = L_PDE + L_BC + L_IC, where L_PDE = mean((∂û/∂t + c ∂û/∂x)^2) over collocation points, L_BC = mean((û(0,t) - û(L,t))^2) on boundary points, and L_IC = mean((û(x,0) - u0(x))^2) on initial points. The periodic boundary condition is crucial for well-posedness; without it, the problem would be ill-defined.","critical_points: includes advection residual; includes initial-condition loss; enforces periodic boundary condition; enforces periodic boundary conditions on both u and its spatial derivative || canonical_pde: u_t + c * u_x = 0, with c = 1.0 || constraints: initial_condition: u(x,0)=sin(2*pi*x) for the reference setting | boundary_conditions: u(0,t)=u(1,t) || reference_conditions: initial: u(x,0)=sin(2*pi*x) | boundary: u(0,t)=u(1,t) || facet_cap_rules: answer gives only a generic PINN workflow without task-specific residuals, constraints, or risks => max 3. Generic correctness should not receive full credit in a task-specific planning benchmark.; adds diffusion or smoothing not in the task => max 3. The task is pure advection.; omits periodic boundary handling => max 3. Periodicity is explicitly stated.","AUTO_REVIEW: schema_valid=True | mentions cues: pde, initial, boundary, periodic, constraint | check possible missing cues: residual, equation, dirichlet, neumann, conservation, divergence, incompressible, mass | This is a preliminary reading aid, not an automatic score.",0=遗漏或写错核心物理约束；1=只泛泛说满足 PDE；2=包含部分约束但漏 IC/BC/观测/特殊约束；3=主要 residual 与条件基本正确；4=明确给出 residual、作用区域、IC/BC/观测和物理假设；5=进一步识别兼容性、守恒、散度、变系数、正则性等任务特异要求。,5,,,5,core_cue_ratio=1.00; reference_item_match=7/9
