task_id,model,facet,model_answer,score
medium_poisson_source_recovery_011,Pro/zai-org/GLM-4.7,Model Choice,"Two separate Multi-Layer Perceptrons (MLPs) are selected: $\mathcal{N}_u$ with parameters $\theta$ to approximate the potential field, and $\mathcal{N}_f$ with parameters $\phi$ to approximate the source term. Decoupling the networks allows for distinct capacity requirements and prevents gradient interference where the field reconstruction might dominate the source learning. Smooth activation functions like Tanh or Sin (SIREN) are preferred to ensure accurate calculation of the second-order derivatives required for the Laplacian.",4
medium_poisson_source_recovery_011,Pro/zai-org/GLM-4.7,Training Strategy,"The composite loss function is $L = \lambda_{data} L_{data} + \lambda_{pde} L_{pde} + \lambda_{bc} L_{bc} + \lambda_{reg} L_{reg}$. $L_{data}$ is the MSE on observed points; $L_{pde}$ is the MSE of the physics residual on random collocation points; $L_{bc}$ enforces boundary conditions; $L_{reg}$ penalizes the magnitude or roughness of $\mathcal{N}_f$. Optimization utilizes Adam for initial convergence followed by L-BFGS for high precision. Dynamic weighting (e.g., SoftAdapt) is suggested to balance the loss terms as the solution evolves.",4
medium_poisson_source_recovery_011,Pro/zai-org/GLM-4.7,Validation Failure Risks,"The primary risk is solution non-uniqueness; sparse data may allow multiple valid $(u, f)$ pairs, leading to unphysical oscillations in the recovered source. Spectral bias in the neural networks may fail to capture high-frequency features in the source term. Incorrect assumptions regarding boundary condition types (e.g., assuming Dirichlet when Neumann is true) will cause global divergence. Finally, overfitting to noisy observation data can violate the physics constraint, necessitating a validation set to monitor PDE residual error.",4
medium_wave_sparse_sensors_012,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to reconstruct the spatiotemporal wave field $u(x,t)$ in 1D given sparse sensor observations $\{u(x_i, t_j)\}$ and a known wave speed $c$. The system is governed by the wave equation $u_{tt} = c^2 u_{xx}$. The problem is ill-posed due to data sparsity and potentially missing initial conditions ($u(x,0), u_t(x,0)$) and boundary conditions ($u(0,t), u(L,t)$). The workflow must explicitly identify these missing constraints and determine if they can be inferred or must be assumed.",4
medium_wave_sparse_sensors_012,Pro/zai-org/GLM-4.7,Physics Constraints,"The core constraint is the PDE residual $R = u_{tt} - c^2 u_{xx} = 0$. Boundary conditions (BCs) and initial conditions (ICs) are necessary for well-posedness. If BCs are unknown, the workflow requires assumptions (e.g., Dirichlet, Neumann, periodic) or the inclusion of boundary values as trainable parameters. If ICs are unknown, the model relies on the sparse data and PDE constraint to infer the state, provided the temporal coverage is sufficient for identifiability.",4
medium_wave_sparse_sensors_012,Pro/zai-org/GLM-4.7,Model Choice,"A Physics-Informed Neural Network (PINN) is selected. A fully connected network with inputs $(x,t)$ and output $u$ will approximate the solution. Sinusoidal or Swish activation functions are preferred to capture wave-like oscillations. The model minimizes a composite loss function $L = \lambda_{data} L_{data} + \lambda_{pde} L_{pde} + \lambda_{bc} L_{bc} + \lambda_{ic} L_{ic}$, allowing the physics to regularize the solution in regions lacking data.",4
medium_wave_sparse_sensors_012,Pro/zai-org/GLM-4.7,Training Strategy,"Optimization uses a weighted loss balancing data fidelity and physics adherence. Collocation points are sampled randomly (Latin Hypercube) across the domain to enforce the PDE. Sensor points are used for the data loss. If BCs/ICs are missing, a sensitivity analysis is required: attempt to train with only data and PDE loss; if the solution diverges or is non-unique, introduce parameterized BCs/ICs and optimize them. The training schedule should use Adam for initial progress followed by L-BFGS for fine-tuning.",4
medium_wave_sparse_sensors_012,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Primary risks include solution non-uniqueness due to under-specified boundaries or initial states, leading to physically implausible reconstructions. The model may overfit to sparse sensor noise if the PDE weight is too low. An incorrect wave speed $c$ will cause phase errors. Validation metrics must include the PDE residual on a hold-out set of collocation points and, if possible, verification of wave characteristics (e.g., dispersion relation) at sensor locations.",4
medium_reaction_diffusion_noisy_013,Pro/zai-org/GLM-4.7,Problem Formalization,"Reconstruct the spatiotemporal concentration fields $u(x,t)$ and $v(x,t)$ for two species from sparse, noisy point measurements. The system is governed by coupled reaction-diffusion equations $\partial_t u = D_u abla^2 u + R(u,v)$ and $\partial_t v = D_v abla^2 v + R(u,v)$, where the reaction form $R$ is known. Missing information includes the domain geometry (assumed 1D or 2D), boundary conditions (assumed zero-flux/Neumann), initial conditions, and diffusion coefficients $D_u, D_v$ (treated as learnable parameters). The workflow must solve an inverse problem to infer the fields and parameters while filtering noise.",3
medium_reaction_diffusion_noisy_013,Pro/zai-org/GLM-4.7,Physics Constraints,"1. PDE Residuals: The network predictions must minimize the residual of the reaction-diffusion equations at sampled collocation points. 2. Boundary Conditions: Enforce $abla u \cdot n = 0$ and $abla v \cdot n = 0$ (Neumann) at domain boundaries to conserve mass, unless specific Dirichlet conditions are provided. 3. Positivity: Concentrations must be non-negative ($u, v \ge 0$), enforced via a softplus output activation. 4. Initial Conditions: The solution must match the state at $t=0$, which may be treated as a learnable parameter if unknown.",4
medium_reaction_diffusion_noisy_013,Pro/zai-org/GLM-4.7,Model Choice,"A Physics-Informed Neural Network (PINN) with a shared backbone and two output heads for $u$ and $v$. A Multi-Layer Perceptron (MLP) with sinusoidal activations (SIREN) or Swish is preferred to better represent spectral content of diffusion fields. PINNs are selected because they naturally handle sparse, irregularly sampled data by embedding the governing PDE directly into the loss function, allowing the model to act as a mesh-free differentiable solver that generalizes beyond the noisy observations.",4
medium_reaction_diffusion_noisy_013,Pro/zai-org/GLM-4.7,Training Strategy,"Minimize a composite loss function $L = \lambda_{data} L_{data} + \lambda_{pde} L_{pde} + \lambda_{bc} L_{bc}$. $L_{data}$ is the MSE between predictions and sparse noisy measurements; $L_{pde}$ is the MSE of the PDE residuals evaluated on random collocation points. Use adaptive loss weighting (e.g., SoftAdapt or uncertainty weighting) to dynamically balance the noisy data fidelity against the physics constraints. Optimization should proceed with Adam for global search followed by L-BFGS for fine-tuning.",4
medium_reaction_diffusion_noisy_013,Pro/zai-org/GLM-4.7,Validation Failure Risks,"1. Overfitting Noise: The model may fit the measurement noise in $L_{data}$ if the regularization from $L_{pde}$ is insufficient or if the data is extremely sparse. 2. Boundary Condition Mismatch: Incorrect assumptions about boundary types (e.g., assuming Neumann when Dirichlet is true) will corrupt the global solution. 3. Stiffness and Gradient Imbalance: Reaction-diffusion systems often involve stiff dynamics, leading to vanishing gradients or difficulty balancing the loss terms for $u$ and $v$. 4. Parameter Identifiability: The diffusion coefficients $D_u, D_v$ may be unidentifiable if the data lacks sufficient temporal or spatial variation.",4
medium_heat_mixed_bc_014,Pro/zai-org/GLM-4.7,Problem Formalization,"The task involves solving the 1D heat equation $u_t = \alpha u_{xx}$ on a spatial domain $x \in [0, L]$ and time interval $t \in [0, T]$. The boundary conditions are mixed: a Dirichlet condition $u(0, t) = u_{fixed}$ at one end and a Neumann condition $u_x(L, t) = q_{prescribed}$ at the other. The initial condition is $u(x, 0) = u_{init}(x)$. The thermal diffusivity $\alpha$, domain length $L$, time horizon $T$, fixed temperature $u_{fixed}$, flux $q_{prescribed}$, and the specific function $u_{init}(x)$ are not specified. These parameters must be defined or treated as learnable/hyperparameters to proceed with the workflow.",4
medium_heat_mixed_bc_014,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must satisfy the heat equation PDE residual $R = u_t - \alpha u_{xx} = 0$ at all collocation points in the interior. It must strictly enforce the Dirichlet boundary condition $u(0, t) - u_{fixed} = 0$ and the Neumann boundary condition $u_x(L, t) - q_{prescribed} = 0$ at the respective boundaries. The initial condition $u(x, 0) - u_{init}(x) = 0$ must be satisfied at $t=0$. Conservation of energy is implicitly handled by the PDE residual.",4
medium_heat_mixed_bc_014,Pro/zai-org/GLM-4.7,Model Choice,"A fully connected neural network (MLP) with sine or tanh activations is suitable for capturing the smooth dynamics of heat diffusion. The network takes inputs $(x, t)$ and outputs temperature $u$. To handle the mixed boundary conditions effectively, the output can be constructed as $\hat{u}(x,t) = u_{fixed} + x \cdot q_{prescribed} + x(x-L) \cdot NN(x,t)$, where the first term enforces the Dirichlet condition at $x=0$, the second term enforces the Neumann condition at $x=L$ (approximately, or via exact construction), and the last term ensures the PDE is solved in the interior. This architecture reduces the optimization burden by embedding boundary constraints directly into the solution structure.",4
medium_heat_mixed_bc_014,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function combines the PDE residual, initial condition, and boundary condition errors: $\mathcal{L} = \lambda_{pde} \mathbb{E}[R^2] + \lambda_{ic} \mathbb{E}[(u(x,0)-u_{init})^2] + \lambda_{bc} \mathbb{E}[(u(0,t)-u_{fixed})^2 + (u_x(L,t)-q_{prescribed})^2]$. Collocation points should be sampled using Latin Hypercube Sampling (LHS) or a quasi-Monte Carlo method to ensure coverage of the space-time domain. Points should be dynamically re-sampled or weighted to focus on regions of high residual. Optimization should use Adam or L-BFGS, starting with Adam for global search and switching to L-BFGS for precision.",4
medium_heat_mixed_bc_014,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Risks include poor generalization if the sampling density is insufficient near the boundaries, particularly the Neumann boundary where gradient accuracy is critical. Spectral bias may prevent the network from learning high-frequency components in the initial condition if $u_{init}(x)$ is complex. Failure to converge may occur if the weights $\lambda$ are unbalanced; adaptive weighting schemes (e.g., soft-adapt) are recommended. Overfitting to the boundary conditions at the expense of the PDE residual is possible if the boundary loss dominates.",3
medium_periodic_advdiff_015,Pro/zai-org/GLM-4.7,Problem Formalization,"The task is to solve the Advection-Diffusion equation $\frac{\partial u}{\partial t} + \mathbf{v} \cdot \nabla u = D \nabla^2 u$ on a spatial domain $\Omega \subset \mathbb{R}^d$ over time $t \in [0, T]$. The domain is periodic, meaning $\mathbf{x}$ and $\mathbf{x} + \mathbf{L}$ are identified. The solution $u(\mathbf{x}, t)$ must satisfy periodic boundary conditions $u(\mathbf{x}, t) = u(\mathbf{x} + \mathbf{L}, t)$ and $\nabla u(\mathbf{x}, t) = \nabla u(\mathbf{x} + \mathbf{L}, t)$, along with the initial condition $u(\mathbf{x}, 0) = u_0(\mathbf{x})$. Missing information includes the specific velocity field $\mathbf{v}$ (constant or variable), the diffusion coefficient $D$, the domain dimensions $\mathbf{L}$, and the specific form of the initial condition $u_0$. These must be defined as parameters or inputs to the workflow.",5
medium_periodic_advdiff_015,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must satisfy the Advection-Diffusion PDE residual exactly at collocation points. It must strictly enforce periodicity in all spatial dimensions to ensure mass conservation and solution continuity across domain boundaries. The initial condition must be satisfied at $t=0$. If the velocity field is non-zero, the transport of the scalar field must be physically consistent with the direction and magnitude of advection relative to diffusion.",4
medium_periodic_advdiff_015,Pro/zai-org/GLM-4.7,Model Choice,"A fully connected neural network (MLP) with periodic input encoding is selected. The raw spatial coordinates $\mathbf{x}$ are transformed into Fourier features $[\sin(2\pi \mathbf{x}/\mathbf{L}), \cos(2\pi \mathbf{x}/\mathbf{L})]$ before being fed into the network. This architecture choice imposes periodicity as a hard constraint, guaranteeing that the network output is identical at opposite boundaries regardless of the training weights. This is superior to soft penalty methods for periodic domains which often suffer from boundary leakage.",5
medium_periodic_advdiff_015,Pro/zai-org/GLM-4.7,Training Strategy,The loss function is defined as $\mathcal{L} = \lambda_{PDE} \mathcal{L}_{PDE} + \lambda_{IC} \mathcal{L}_{IC}$. No boundary loss term is required due to the hard constraint encoding. $\mathcal{L}_{PDE}$ is the Mean Squared Error (MSE) of the PDE residual evaluated on random collocation points sampled uniformly across the spatiotemporal domain. $\mathcal{L}_{IC}$ is the MSE against the initial condition at $t=0$. Optimization uses a two-stage approach: Adam for initial convergence followed by L-BFGS-B for high-precision minimization of the residual.,4
medium_periodic_advdiff_015,Pro/zai-org/GLM-4.7,Validation Failure Risks,"1. Spectral Bias: The network may fail to resolve high-frequency features in the initial condition or sharp gradients generated by advection, leading to overly smooth solutions. 2. Stiffness: If the Peclet number (ratio of advection to diffusion) is high, the problem becomes advection-dominated, making optimization difficult and prone to instability. 3. Parameter Sensitivity: Incorrect assumptions about missing parameters ($D$, $\mathbf{v}$) will lead to unphysical dynamics. 4. Temporal Drift: Without explicit boundary enforcement, numerical errors might accumulate over time, though the Fourier encoding mitigates spatial drift.",4
hard_allen_cahn_016,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to approximate the solution $u(x,t)$ of the Allen-Cahn equation $\partial_t u = \epsilon^2 \Delta u - f(u)$, where $f(u) = u^3 - u$, on a spatial domain $\Omega$ over time $t \in [0, T]$. The problem involves tracking moving interfaces where $u$ transitions rapidly between phases. Missing specifications include the exact geometry of $\Omega$, the time horizon $T$, the specific boundary condition types (e.g., Dirichlet, Neumann, or Periodic), the explicit initial condition profile $u_0(x)$, and the value of the interface parameter $\epsilon$. These must be defined as inputs to the workflow.",4
hard_allen_cahn_016,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must minimize the residual of the Allen-Cahn PDE. It must strictly satisfy the initial condition $u(x, 0) = u_0(x)$ and the boundary conditions provided (e.g., $\partial_n u = 0$ for no-flux). A key physical constraint is the Lyapunov functional property: the Ginzburg-Landau free energy $E[u] = \int_\Omega (\frac{\epsilon^2}{2}|\nabla u|^2 + F(u)) dx$ must decrease over time ($dE/dt \le 0$), where $F$ is the double-well potential.",5
hard_allen_cahn_016,Pro/zai-org/GLM-4.7,Model Choice,"A Sinusoidal Representation Network (SIREN) or Fourier Feature Neural Network is selected. Standard MLPs suffer from spectral bias, making them inefficient at capturing the high-frequency gradients characteristic of sharp phase interfaces. SIRENs utilize periodic activation functions that allow the network to represent derivatives and high-frequency details natively, which is critical for resolving the interface width $\epsilon$ accurately.",4
hard_allen_cahn_016,Pro/zai-org/GLM-4.7,Training Strategy,"To address stiffness and interface dynamics, employ a time-marching (sequential) training approach, solving for short time intervals $[t_i, t_{i+1}]$ and using the solution at $t_{i+1}$ as the initial condition for the next step. Use residual-based adaptive sampling (RAS) to dynamically concentrate collocation points near the moving interfaces where the PDE residual is highest. Utilize adaptive loss weights (e.g., gradient-based normalization) to prevent boundary/initial condition losses from dominating the stiff PDE loss.",5
hard_allen_cahn_016,Pro/zai-org/GLM-4.7,Validation Failure Risks,"The primary risk is interface smearing, where the network fails to capture the sharp transition due to insufficient capacity or spectral bias. Training instability is likely if the interface parameter $\epsilon$ is very small, leading to a stiff loss landscape. Additionally, the model might violate the energy dissipation law, resulting in unphysical oscillations. Validation metrics must include the $L_2$ error on the interface location and the monitoring of free energy decay.",5
hard_cahn_hilliard_017,Pro/zai-org/GLM-4.7,Problem Formalization,"The task involves modeling the Cahn-Hilliard equation, a fourth-order nonlinear PDE describing phase separation. The governing equations are $\partial_t c = \nabla \cdot (M \nabla \mu)$ and $\mu = f'(c) - \epsilon^2 \nabla^2 c$, where $c$ is the concentration order parameter, $\mu$ is the chemical potential, $M$ is mobility, and $\epsilon$ is the interface width parameter. Missing specifications include the domain geometry (1D/2D/3D), boundary conditions (BCs), initial condition $c_0(x)$, and specific parameter values ($M, \epsilon$). The workflow will assume a generic domain $\Omega$ and periodic or zero-flux Neumann BCs ($\nabla c \cdot n = 0, \nabla \mu \cdot n = 0$) if not provided, as these are standard for conserved dynamics.",4
hard_cahn_hilliard_017,Pro/zai-org/GLM-4.7,Physics Constraints,"The primary constraints are: 1) Mass Conservation: The integral of $c$ over the domain must remain constant over time ($\frac{d}{dt} \int_\Omega c \, dx = 0$). 2) Free Energy Dissipation: The system should minimize the Ginzburg-Landau free energy, implying $\frac{dF}{dt} \leq 0$. 3) Fourth-Order Physics: The system requires computing fourth-order spatial derivatives, which imposes strict smoothness requirements on the solution and challenges numerical stability. 4) Boundary Conditions: Two sets of boundary conditions are required (e.g., for $c$ and $\mu$) to close the fourth-order problem.",5
hard_cahn_hilliard_017,Pro/zai-org/GLM-4.7,Model Choice,"To mitigate the difficulty of training fourth-order derivatives, the model will use a system formulation that decomposes the fourth-order equation into two second-order equations. A single neural network $NN_c(x,t)$ with SIREN (Sinusoidal Representation Networks) activation functions will be used to predict the concentration field $c$. SIREN is chosen for its ability to represent high-frequency derivatives and complex phase boundaries better than standard Tanh/ReLU networks. The chemical potential $\mu$ will be computed analytically from the network output using automatic differentiation ($\mu = NN_c^3 - NN_c - \epsilon^2 \nabla^2 NN_c$). This approach reduces the order of automatic differentiation required during backpropagation and improves stability.",4
hard_cahn_hilliard_017,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function is defined as $L = \lambda_{eq1} L_{eq1} + \lambda_{eq2} L_{eq2} + \lambda_{IC} L_{IC} + \lambda_{BC} L_{BC} + \lambda_{mass} L_{mass}$. $L_{eq1}$ enforces the chemical potential definition, and $L_{eq2}$ enforces the conservation law. A specific soft constraint $L_{mass} = || \int_\Omega c(x,t) dx - \int_\Omega c_0(x) dx ||^2$ is added to penalize mass drift. Collocation points will be sampled using Sobol sequences. To handle stiffness, the training will use a two-stage optimizer: Adam for initial feature learning followed by L-BFGS for high-precision convergence. Gradient clipping will be applied to prevent exploding gradients from high-order terms.",5
hard_cahn_hilliard_017,Pro/zai-org/GLM-4.7,Validation Failure Risks,"Key risks include: 1) Mass Leakage: The PINN may fail to strictly conserve mass, drifting away from the physical solution over long time horizons. 2) Spectral Bias: The network may struggle to resolve sharp interfaces between phases, resulting in blurred solutions. 3) Derivative Instability: Numerical errors in computing high-order derivatives via automatic differentiation can lead to training instability or convergence to incorrect local minima. 4) Boundary Condition Violation: Simultaneously satisfying boundary conditions for both $c$ and $\mu$ can be difficult, potentially causing artifacts near domain walls. Validation metrics must include global mass conservation error and energy dissipation rate alongside standard $L_2$ residuals.",4
hard_navier_stokes_2d_018,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to reconstruct the velocity field $(u, v)$ and pressure field $p$ for a 2D incompressible flow given sparse, partial observations of velocity. The inputs are spatial coordinates $(x, y)$ and time $t$. The outputs are the flow variables $u(x,y,t)$, $v(x,y,t)$, and $p(x,y,t)$. The problem is an inverse task where the governing equations are known, but boundary conditions (BCs), initial conditions (ICs), and the Reynolds number (viscosity $u$) are not specified. These missing parameters must be treated as assumptions or learnable variables, which introduces uncertainty into the solution.",4
hard_navier_stokes_2d_018,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must enforce the incompressible Navier-Stokes equations. 1) Momentum conservation: $rac{\partial \mathbf{u}}{\partial t} + (\mathbf{u} \cdot abla)\mathbf{u} = -rac{1}{ho}abla p + u abla^2 \mathbf{u}$. 2) Mass conservation (Incompressibility): $abla \cdot \mathbf{u} = 0$. Since BCs and ICs are not provided, the workflow must either assume generic conditions (e.g., periodic or zero-flux) or rely on the PDE residuals to constrain the solution within the observed domain, acknowledging that this may lead to ill-posedness.",4
hard_navier_stokes_2d_018,Pro/zai-org/GLM-4.7,Model Choice,"A Physics-Informed Neural Network (PINN) is selected. The architecture is a fully connected Multi-Layer Perceptron (MLP) with sinusoidal (SIREN) or tanh activations to handle the spectral nature of fluid dynamics. The network takes $(x, y, t)$ as input and outputs $(u, v, p)$. This choice is justified by the need to incorporate physical laws directly into the loss function, allowing the model to infer the pressure field and flow dynamics in regions lacking data by satisfying the PDE constraints.",4
hard_navier_stokes_2d_018,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function combines data fidelity and physics residuals: $L = \lambda_{data} L_{data} + \lambda_{mom} L_{mom} + \lambda_{cont} L_{cont}$. $L_{data}$ is the Mean Squared Error (MSE) between predicted and observed velocities. $L_{mom}$ and $L_{cont}$ are the MSE of the Navier-Stokes and continuity residuals evaluated on collocation points sampled within the domain. Since pressure is unobserved, it is learned implicitly through the momentum equation coupling. If viscosity $u$ is unknown, it is treated as a trainable parameter. Adaptive weighting (e.g., activation-based weighting) is used to balance the loss terms.",4
hard_navier_stokes_2d_018,Pro/zai-org/GLM-4.7,Validation Failure Risks,"1) **Ill-posedness due to missing BCs**: Without explicit boundary conditions, the solution may not be unique, potentially leading to unphysical extrapolation near domain boundaries. 2) **Pressure sensitivity**: Pressure is determined by the divergence of velocity; small errors in velocity gradients can lead to large oscillations or inaccuracies in the predicted pressure field. 3) **Optimization imbalance**: The optimizer might converge to a solution that fits the sparse data well but violates the incompressibility constraint, or vice versa. 4) **Parameter identifiability**: If viscosity is not known, it may be difficult to distinguish between the effects of viscosity and turbulent fluctuations in the sparse data.",4
hard_darcy_heterogeneous_019,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve for the hydraulic head field $h(x)$ in a spatial domain $\Omega$. The governing equation is the steady-state Darcy flow equation with spatially varying permeability $K(x)$: $abla \cdot (K(x) abla h(x)) = 0$. The permeability field $K(x)$ is a known function of space. Boundary conditions are available but their specific types (Dirichlet, Neumann, or mixed) and values are not specified in the prompt; the workflow must be flexible to accept these as inputs. The geometry of $\Omega$ is also unspecified and must be defined as a hyper-rectangle or a complex bounded domain depending on the specific geoscience application.",3
hard_darcy_heterogeneous_019,Pro/zai-org/GLM-4.7,Physics Constraints,"The primary physical constraint is the conservation of mass for an incompressible fluid in a steady state, combined with Darcy's Law. This results in the elliptic partial differential equation (PDE) $abla \cdot (K(x) abla h) = 0$. The solution must satisfy the boundary conditions provided (e.g., fixed head $h|_{\partial\Omega_D} = h_0$ or flux $-K abla h \cdot n|_{\partial\Omega_N} = q$). The model must respect the heterogeneity of the medium, meaning the gradient of the head is inversely proportional to the local permeability.",4
hard_darcy_heterogeneous_019,Pro/zai-org/GLM-4.7,Model Choice,"A Fully Connected Neural Network (FCNN) or Multi-Layer Perceptron (MLP) is selected to approximate the hydraulic head function $\hat{h}(x; 	heta)$. The network takes spatial coordinates $(x, y)$ as inputs and outputs a scalar head value. To handle the heterogeneous coefficient $K(x)$, it is treated as a known external field evaluated at the collocation points during loss calculation rather than a network input, ensuring the PDE residual explicitly contains the spatial variation. Activation functions such as $	anh$ or Swish are preferred for their smoothness, which aids in calculating the second-order derivatives required for the differential operator.",4
hard_darcy_heterogeneous_019,Pro/zai-org/GLM-4.7,Training Strategy,"The loss function is a weighted sum of the PDE residual loss and the boundary condition loss: $L = \lambda_{r} L_{r} + \lambda_{b} L_{b}$. The residual loss $L_{r}$ is the Mean Squared Error (MSE) of abla \cdot (K(x) abla \hat{h})$ evaluated at collocation points sampled inside the domain. The boundary loss $L_{b}$ enforces the available boundary conditions. Given the heterogeneity, sampling should focus on regions with high gradients in $K(x)$; therefore, a Quasi-Monte Carlo method (e.g., Sobol sequence) or adaptive sampling based on residual magnitude is recommended. Optimization will use Adam for initial convergence followed by L-BFGS for high-precision minimization.",4
hard_darcy_heterogeneous_019,Pro/zai-org/GLM-4.7,Validation Failure Risks,"The primary risk is the inability of the PINN to converge to an accurate solution if the permeability field $K(x)$ has high contrast (sharp discontinuities or large variations), as standard PINNs struggle with discontinuous coefficients. Spectral bias may prevent the network from capturing fine-scale features of the heterogeneity. Additionally, if the boundary conditions are not enforced strongly enough (poor weighting $\lambda_{b}$), the solution may drift. Validation must include checking mass conservation error (global flux balance) and comparing against a numerical baseline (e.g., Finite Volume Method) if available.",4
hard_helmholtz_high_frequency_020,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve the frequency-domain Helmholtz equation $\nabla^2 u(x,y) + k^2 u(x,y) = f(x,y)$ in a bounded 2D domain $\Omega$. The solution $u$ is complex-valued, and the wavenumber $k$ is large, implying a highly oscillatory solution with wavelength $\lambda = 2\pi/k$. Missing specifications include the exact geometry of $\Omega$, the specific functional form of the source term $f$, and the type and values of the prescribed boundary conditions (Dirichlet, Neumann, or Robin) on $\partial \Omega$. These parameters must be defined to instantiate the specific physics loss.",5
hard_helmholtz_high_frequency_020,Pro/zai-org/GLM-4.7,Physics Constraints,"The model must minimize the residual of the Helmholtz operator $R = \nabla^2 u_\theta + k^2 u_\theta - f$ at collocation points within the domain. It must strictly satisfy the boundary conditions on $\partial \Omega$. The physics requires the network to handle complex-valued outputs (representing real and imaginary parts). The high wavenumber $k$ imposes a resolution constraint: the model must capture spatial variations on the order of $\lambda$, requiring a representation capacity capable of high-frequency features.",4
hard_helmholtz_high_frequency_020,Pro/zai-org/GLM-4.7,Model Choice,"A SIREN (Sinusoidal Representation Network) or Fourier Feature Network is selected. Standard MLPs with ReLU activations suffer from spectral bias, making them incapable of efficiently representing high-frequency oscillatory solutions. SIREN uses periodic sine activations that naturally map to the wave-like structure of the Helmholtz solution and allow for exact derivative calculation. The network will take 2D coordinates $(x, y)$ as input and output two scalars representing the real and imaginary parts of the field $u$.",5
hard_helmholtz_high_frequency_020,Pro/zai-org/GLM-4.7,Training Strategy,The loss function combines the PDE residual and boundary conditions: $L = \lambda_{PDE} \mathbb{E}_{x \in \Omega} [|\nabla^2 u_\theta + k^2 u_\theta - f|^2] + \lambda_{BC} \mathbb{E}_{x \in \partial \Omega} [|u_\theta - u_{BC}|^2]$. Sampling density must exceed the Nyquist rate relative to the wavelength $\lambda$ to resolve oscillations; uniform sampling or quasi-Monte Carlo methods should be used. An adaptive sampling strategy based on residual magnitude is recommended to focus computation on difficult regions. Optimization should utilize Adam with gradient clipping to manage instability from high-frequency derivatives.,5
hard_helmholtz_high_frequency_020,Pro/zai-org/GLM-4.7,Validation Failure Risks,"The primary risk is spectral bias, where the model converges to a low-frequency 'smoothed' solution that fails to capture the oscillations. If the collocation point density is too low, aliasing will occur, preventing the model from learning the correct wave structure. The optimization landscape is highly non-convex for large $k$, increasing the risk of convergence to poor local minima. Furthermore, soft enforcement of boundary conditions may result in significant boundary leakage, where the solution fails to satisfy constraints due to the dominance of the PDE residual loss.",4
hard_plus_helmholtz_staircase_021,Pro/zai-org/GLM-4.7,Problem Formalization,"The objective is to solve the time-harmonic Helmholtz equation $\nabla^2 u + k^2 u = f$ in a two-dimensional domain $\Omega$ defined by a staircase geometry. The solution $u(x,y)$ represents the wave field. Boundary conditions (BCs) are specified on $\partial \Omega$ (e.g., Dirichlet, Neumann, or Robin). Missing specific details include the exact wavenumber $k$ (magnitude of high frequency), the explicit functional form of the source term $f$, the specific BC values, and the precise geometric coordinates defining the staircase steps. These parameters must be defined to instantiate the loss function; the workflow assumes generic Dirichlet/Neumann conditions and a sufficiently large $k$ to challenge the model.",4
hard_plus_helmholtz_staircase_021,Pro/zai-org/GLM-4.7,Physics Constraints,"The primary constraint is the Helmholtz PDE governing wave propagation. Boundary conditions must be strictly enforced on the irregular staircase boundary, including sharp re-entrant corners where geometric singularities may occur. If the domain represents a scattering problem, Sommerfeld radiation conditions would apply, but for a bounded staircase domain, standard wall conditions apply. The physics requires the network to capture high spatial oscillations proportional to the wavenumber $k$ and maintain solution continuity across the complex geometry.",4
hard_plus_helmholtz_staircase_021,Pro/zai-org/GLM-4.7,Model Choice,"A standard Physics-Informed Neural Network (PINN) is likely insufficient due to spectral bias (difficulty learning high-frequency functions) and the complex non-convex geometry. The recommended model is a **SIREN (Sinusoidal Representation Network)** or a **Fourier Feature Network** to mitigate spectral bias, combined with **Domain Decomposition (XPINN)**. The staircase domain should be partitioned into rectangular subdomains. SIREN allows for better representation of high-frequency derivatives, while XPINN handles the complex geometry by simplifying the boundary representation in each subdomain and enforcing interface continuity.",5
hard_plus_helmholtz_staircase_021,Pro/zai-org/GLM-4.7,Training Strategy,"Employ a two-stage optimization strategy: first, use Adam with a learning rate schedule, then switch to L-BFGS for fine-tuning. Implement **curriculum learning** by starting with a low wavenumber $k$ and progressively increasing it to the target high frequency to guide the optimizer through the loss landscape. Use **adaptive sampling** (e.g., residual-based sampling) to dynamically increase collocation points in regions where the PDE residual is high, particularly near the sharp corners of the staircase. Weight the boundary loss significantly higher than the PDE loss to ensure strict adherence to the irregular walls.",4
